,"données brutes de fichier de digit de branche fuji36, branche + arbre fuji 42 et branche fuji 48 réarrangées",,,,,,,,,,,,,,,L*l*coef allométrie 2001/10,
#,X,Y,Z,A,B,C,code rameau,type rameau,Long rameau(mm),Long rameau(cm),Nbr feuille,L feuille(mm),largeur feuille,N° fruit,L digitalisée,Surf foliaire(cm²),somme surf foliaire rameau
1,97.82,58.7,-165.57,-85.68,21.98,-14.08,,,, ,L2,88,56,,,36.324288,
1,96.59,56.52,-161.75,-10.25,15.87,29.13,,,, ,L3,73,43,,,23.137569,
1,99.8,58.88,-161.61,-139.94,17.98,-52.47,,,, ,L4,76,44,,,24.648624,
1,97.94,58.61,-158.84,-2.95,-10.44,50.01,,,, ,L5,72,48,,,25.474176,
1,96.95,60.39,-155.7,-64.02,33.62,15.58,,,, ,L6,62,42,,,19.194084,
1,98.66,62.69,-155.74,-121.73,8.03,-66.74,,,, ,L7,72,53,,,28.127736,
1,95.82,60.95,-155.48,-5.61,3.98,23.75,,,, ,L8,78,51,,,29.321838,
1,109.35,60.64,-172.06,-148.64,24.16,-18.64,F36PL4,PL,227,22.70,11,,,,22.38,,268.960419
1,114.68,72.72,-153.99,-145.96,22.5,1.63,,,, ,,,,, ,,
1,109.61,65.11,-170.2,-75.02,36.4,-119.46,,,, ,L1,92,57,,,38.653524,
1,110.49,65.47,-167.63,-65.52,30.94,61.07,,,, ,L2,81,46,,,27.464346,
1,111.81,64.92,-165.32,-176.39,70.75,-79.42,,,, ,L4,81,44,,,26.270244,
1,111.78,67.08,-166.71,-94.45,-24.25,-95.52,,,, ,L5,72,44,,,23.351328,
1,110.34,66.34,-162.67,23.2,69.79,24.83,,,, ,L6,55,41,,,16.621605,
1,115.46,67.12,-159.86,-175.26,47.47,-61.8,,,, ,L7,61,45,,,20.233395,
1,113.4,71.57,-154.55,-21.58,50.02,41.61,,,, ,L8,82,50,,,30.2211,
1,117.08,72.49,-155.71,-121.75,2.85,-117.85,,,, ,L9,85,53,,,33.206355,
1,113.16,73.37,-155.17,-17.79,21.51,36.44,,,, ,L10,84,53,,,32.815692,
1,118.05,74.23,-153.19,-101.02,31.3,-25.47,,,, ,L11,70,39,,,20.12283,
1,104.92,32.59,-175.78,-122.39,-36.68,-86.67,F36IF12,IF,5,0.50,4,,,12,0.45,,16.761654
1,104.5,32.49,-175.67,-123.62,-36.94,-86.31,,,, ,,,,, ,,
1,104.23,32.27,-176.1,-9.44,-43.6,138.21,,,, ,L1,30,22,,,4.86486,
1,105.64,31.49,-176.49,177.89,-52.24,33.85,,,, ,L2,30,22,,,4.86486,
1,106.36,33.45,-175.17,-137.39,3.91,149.8,,,, ,L3,30,24,,,5.30712,
1,105.18,33.15,-175.92,136.43,-70.74,-21.88,,,, ,L4,18,13,,,1.724814,
1,104.54,31.87,-175.35,-28.78,0.47,15.77,F36PC9,PC,6,0.60,4,,,,0.47,,107.719794
1,104.43,31.88,-174.89,-18.39,-12.47,27.96,,,, ,,,,, ,,
1,101.39,34,-176.79,-45.86,-10.13,-23.04,,,, ,L1,82,47,,,28.407834,
1,103.31,31.91,-178.48,-16.57,-60.38,-42.64,,,, ,L2,75,42,,,23.21865,
1,105.79,31.06,-177.6,147.68,-50.09,-34.89,,,, ,L3,71,40,,,20.93364,
1,105.33,28.49,-171.96,127.4,36.71,72.69,,,, ,L4,90,53,,,35.15967,
1,104.84,31.65,-170.97,-115.65,70.96,-90.14,F36VC14,VC,2,0.20,2,,,,0.23,,15.25797
1,104.64,31.76,-170.94,-121.71,70.56,-95.82,,,, ,,,,, ,,
1,104.58,30.94,-172.62,157.85,9.2,-92.38,,,, ,L1,49,31,,,11.196549,
1,104.51,31.97,-170.45,-89.25,28.36,-126.79,,,, ,L2,29,19,,,4.061421,
1,105.78,31.19,-169.57,-66.99,76.25,13.33,F36IF13,IF,6,0.60,4,,,13,0.68,,11.771487
1,105.99,31.14,-168.93,-83.11,74.52,-4.65,,,, ,,,,, ,,
1,104.78,31.25,-170.1,-8.67,67.28,60.14,,,, ,L1,26,18,,,3.449628,
1,105.43,30.47,-169.39,-27.38,55.13,84.37,,,, ,L2,11,7,,,0.567567,
1,106.37,30.5,-170.42,-162.46,-32.11,169.91,,,, ,L3,29,22,,,4.702698,
1,106.75,31.15,-170.67,-95.18,-14.48,17.07,,,, ,L4,23,18,,,3.051594,
1,105.88,31.35,-169.3,-37.87,78.24,49.02,F36PC10,PC,38,3.80,5,,,,3.85,,108.162054
1,109.16,30.92,-167.34,-36.66,76.06,48.58,,,, ,,,,, ,,
1,106.58,34.45,-169.29,-56.33,-30.27,144.72,,,, ,L1,61,34,,,15.287454,
1,107.09,28.19,-172.31,54.79,17.81,-55.57,,,, ,L2,77,43,,,24.405381,
1,110.29,29.18,-165.57,141.08,49.62,11.38,,,, ,L3,79,49,,,28.533141,
1,110.86,32.36,-168.97,-158.2,-23.45,43.56,,,, ,L4,75,42,,,23.21865,
1,110.86,28.93,-167.65,128.53,3.99,-16.79,,,, ,L5,63,36,,,16.717428,
1,94.41,43.68,-163.3,-121.07,59.37,-27.6,F36VC15,VC,6,0.60,3,,,,0.63,,42.368508
1,94.4,44.25,-163.57,-127,59.62,-31.69,,,, ,,,,, ,,
1,94.21,44.15,-162.8,-163.97,54.34,-168.77,,,, ,L1,73,45,,,24.213735,
1,95.58,44.53,-161.67,-153.76,45.89,-44.26,,,, ,L2,57,34,,,14.284998,
1,95.17,44.46,-164.25,-177.22,-46.82,-75.93,,,, ,L3,25,21,,,3.869775,
1,92.98,45.35,-158.6,-108.42,9.16,-141.75,F36I13,I,2,0.20,4,,,,0.28,,11.307114
1,93.04,45.21,-158.36,-109.64,8.15,-140.06,,,, ,,,,, ,,
1,94.14,46.33,-158.5,-172.73,-23.13,-60.59,,,, ,L1,28,19,,,3.921372,
1,92.23,45.54,-159.27,-80.73,-60.63,-144.25,,,, ,L2,22,15,,,2.43243,
1,93.57,44.86,-159.34,-67.98,-50.79,-58.17,,,, ,L3,29,21,,,4.488939,
1,93.68,44.87,-158.54,-125.73,-5.35,79.8,,,, ,L4,9,7,,,0.464373,
1,94.4,46.52,-155.75,-66.09,49.82,71.33,F36I14,I,1,0.10,3,,,,0.18,,7.017192
1,94.54,46.42,-155.7,-66.2,50.45,70.95,,,, ,,,,, ,,
1,92.96,46.89,-156.77,39.29,-58.56,56.07,,,, ,L1,30,20,,,4.4226,
1,94.09,46.17,-156.07,155.22,-64.48,-82.18,,,, ,L2,16,11,,,1.297296,
1,95.1,45.94,-155.16,151.74,-18.39,-96.39,,,, ,L3,16,11,,,1.297296,
1,93.56,46.18,-152.95,-16.12,-1.02,-12.36,F36IF14,IF,10,1.00,7,,,14BIS,1.05,,43.459416
1,93.67,46.78,-152.09,-14.45,-0.29,-15,,,, ,,,,, ,,
1,91.39,45.85,-152.44,67.36,-5.08,80.13,,,, ,L1,41,22,,,6.648642,
1,92.26,46.33,-153.15,64.94,-76.6,80.01,,,, ,L2,22,16,,,2.594592,
1,92.44,47.44,-154.1,32.29,-80.72,84.93,,,, ,L3,42,32,,,9.906624,
1,94.1,47.4,-153.88,139.63,-51.03,-57.05,,,, ,L4,34,24,,,6.014736,
1,95.49,47.84,-152.98,165.54,-37.77,-100.03,,,, ,L5,39,30,,,8.62407,
1,94.68,46.28,-152.68,-152.53,-71.93,-171.37,,,, ,L6,16,10,,,1.17936,
1,93.77,44.7,-153.32,174.18,-54.82,106.07,,,, ,L7,36,32,,,8.491392,
1,93.81,46.92,-152.4,-170.79,24.31,-45.49,F36PL5,PL,70,7.00,6,,,,6.91,,100.46673
1,91.4,45.28,-146.13,13.37,79.68,154.46,,,, ,,,,, ,,
1,95.2,47.57,-151.33,170.93,22.63,-96.48,,,, ,L1,55,33,,,13.378365,
1,95.22,43.94,-148.33,161.35,41.68,-157.47,,,, ,L2,72,46,,,24.412752,
1,89.91,45.11,-148.58,1.59,-3.7,107.96,,,, ,L3,80,49,,,28.89432,
1,93.45,46.01,-145.8,-158.24,26.55,-77.6,,,, ,L4,68,49,,,24.560172,
1,89.58,46.44,-146.27,-33.59,-37.47,-157.73,,,, ,L5,39,25,,,7.186725,
1,90.58,45.21,-145.96,-37.65,67.95,67.15,,,, ,L6,23,12,,,2.034396,
1,90.27,35.77,-154.14,-164.42,20.61,-97.17,F36I15,I,2,0.20,3,,,,0.27,,10.009818
1,90.13,35.72,-153.92,-164.8,20.58,-96.94,,,, ,,,,, ,,
1,91.41,35.61,-153.37,148.18,18,-82.11,,,, ,L1,16,11,,,1.297296,
1,89.44,34.49,-153.28,67.31,0.26,64.08,,,, ,L2,23,18,,,3.051594,
1,89.82,35.35,-155.04,70.47,-39.23,60.57,,,, ,L3,32,24,,,5.660928,
1,91.81,36.56,-147.29,-179.7,-44,-60.96,F36VC16,VC,2,0.20,3,,,,0.21,,12.906621
1,91.61,36.6,-147.26,-179.89,-44.3,-60.94,,,, ,,,,, ,,
1,91.98,37.44,-146.96,-17.81,3.44,81.58,,,, ,L1,21,15,,,2.321865,
1,90.43,36.6,-148.48,20.28,-36.01,21.88,,,, ,L2,41,31,,,9.368541,
1,91.48,36.55,-147.92,138.34,-54.28,-44.76,,,, ,L3,15,11,,,1.216215,
1,94.67,37.97,-143.81,159.01,-32.11,-12.52,F36IF15,IF,7,0.70,6,,,14,0.76,,31.054023
1,95.29,38.11,-143.39,159.63,-34.55,-12.03,,,, ,,,,, ,,
1,91.58,39.31,-144.71,-1.37,-15.5,61.43,,,, ,L1,37,31,,,8.454537,
1,92.81,39.5,-145.19,39.68,-35.25,68.27,,,, ,L2,26,18,,,3.449628,
1,93.63,39.61,-146.14,-5.51,-84.41,43.05,,,, ,L3,40,29,,,8.55036,
1,95.17,38.11,-144.77,151.45,3.37,-95.04,,,, ,L4,37,28,,,7.636356,
1,93.17,37.53,-143.94,138.87,-16.18,123.24,,,, ,L5,23,14,,,2.373462,
1,93.39,38.78,-143.78,-19.51,-6.29,155.93,,,, ,L6,10,8,,,0.58968,
1,94.94,38.07,-143.79,-173.25,-22.31,17.82,F36PC11,PC,11,1.10,5,,,,1.27,,125.808228
1,95.75,38.29,-142.84,-174.19,-29.66,17.06,,,, ,,,,, ,,
1,92.13,42.08,-144.89,-36.26,-3.37,4.3,,,, ,L1,82,47,,,28.407834,
1,97.35,39.34,-144.25,179.6,-2.96,-35.55,,,, ,L2,72,37,,,19.636344,
1,97.26,39.31,-144.4,-149.44,-28.5,146.17,,,, ,L3,64,29,,,13.680576,
1,98.28,39.28,-146.33,154.9,-25.95,-44.53,,,, ,L4,89,54,,,35.425026,
1,93.23,37.53,-139.87,147.49,81.22,-83.06,,,, ,L5,81,48,,,28.658448,
1,89.38,40.85,-137.89,-33.49,-23.21,-4.21,F36IF16,IF,8,0.80,4,,,15,0.72,,23.410296
1,88.92,40.94,-137.34,-32.3,-25.05,-4.27,,,, ,,,,, ,,
1,91.69,39.72,-137.44,-95.8,-8.68,141.32,,,, ,L1,35,28,,,7.22358,
1,89.87,41.85,-138.65,31.6,-51.5,42.63,,,, ,L2,34,28,,,7.017192,
1,87.88,40.88,-139.18,99.67,-69.1,102.45,,,, ,L3,33,28,,,6.810804,
1,88.65,40.53,-138.14,122.63,-72.7,96.7,,,, ,L4,20,16,,,2.35872,
1,90.25,40.91,-136.5,-116.95,-60.95,-137.49,F36PC12,PC,13,1.30,5,,,,1.31,,169.547742
1,89.94,41.97,-135.79,-13.52,-85.47,99.14,,,, ,,,,, ,,
1,91.57,41.76,-133.7,174.49,83.85,-98.09,,,, ,L1,74,47,,,25.636338,
1,91.34,45.7,-137.83,-134.86,14.9,-0.53,,,, ,L2,104,63,,,48.294792,
1,89.94,45.6,-137.42,-117.29,5.17,-44.23,,,, ,L3,81,46,,,27.464346,
1,89.75,44.97,-138.72,-108.94,4.95,-7.23,,,, ,L4,87,46,,,29.498742,
1,86.59,45.13,-138.11,-40.22,-14.31,2.89,,,, ,L5,92,57,,,38.653524,
1,92.23,36.33,-124.81,-100.67,40.04,68.44,F36I16,I,3,0.30,6,,,,0.33,,22.621599
1,92.55,36.34,-124.89,-99.6,40.03,69.46,,,, ,,,,, ,,
1,92.22,36.76,-124.03,-42.01,34.37,85.57,,,, ,L1,28,21,,,4.334148,
1,92.62,36.77,-124.88,-62.41,14.2,100.25,,,, ,L2,17,12,,,1.503684,
1,92.32,36.99,-126.07,-25.43,-2.65,41.89,,,, ,L3,30,22,,,4.86486,
1,93.79,35.27,-125.78,171.3,-15.53,-62.37,,,, ,L4,31,23,,,5.255523,
1,92.05,35.02,-127.22,69.65,-47.43,-9.88,,,, ,L5,23,17,,,2.882061,
1,91.12,34.77,-125.55,3.29,-20.97,-38.38,,,, ,L6,27,19,,,3.781323,
1,89.95,35.16,-122.24,-60.89,42.68,11.15,F36I17,I,3,0.30,4,,,,0.24,,13.673205
1,89.9,35.2,-122.01,-61.41,42.11,12.33,,,, ,,,,, ,,
1,90.71,35.42,-121.48,-177.12,9.81,-117.67,,,, ,L1,17,11,,,1.378377,
1,90.82,35.9,-122.02,-162.35,-7.25,-99.11,,,, ,L2,26,22,,,4.216212,
1,90.54,32.03,-121.57,97.58,-56.51,57.54,,,, ,L3,28,22,,,4.540536,
1,88.82,35.59,-122.91,-4,-15.34,69.11,,,, ,L4,24,20,,,3.53808,
1,88.61,39.45,-113.24,-102.29,-9.71,-92.52,F36I18,I,3,0.30,4,,,,0.30,,14.041755
1,88.32,39.41,-113.18,-103.98,-10.08,-91.93,,,, ,,,,, ,,
1,90.54,39.12,-112.9,147.61,-47.83,-72.23,,,, ,L1,32,22,,,5.189184,
1,88.98,38.91,-114.37,-151.84,-26.84,-0.74,,,, ,L2,26,21,,,4.024566,
1,89.47,40.06,-113.52,-127.82,23.85,-38.11,,,, ,L3,26,18,,,3.449628,
1,89.16,39.81,-113.08,-102.28,0.24,-89.43,,,, ,L4,17,11,,,1.378377,
1,89.26,39.85,-112.77,-87.22,-0.58,-82.39,F36PC13,PC,1,0.10,2,,,,0.11,,13.393107
1,89.18,39.86,-112.85,-87.62,-0.11,-82.64,,,, ,,,,, ,,
1,88.21,39.94,-111.26,-47.19,-32.57,-150.76,,,, ,L1,41,25,,,7.555275,
1,88.41,39.09,-116.53,100.72,-14.12,3.56,,,, ,L2,36,22,,,5.837832,
1,89.46,42.15,-108.91,-166.5,-1.94,-79.79,F36I19,I,3,0.30,4,,,,0.27,,13.592124
1,89.37,42.4,-108.97,-167.29,-1.14,-76.72,,,, ,,,,, ,,
1,90.05,42.72,-109.24,-153.46,-10.16,-110.66,,,, ,L1,16,11,,,1.297296,
1,90.72,42.5,-107.3,155.56,-52.91,-115.32,,,, ,L2,25,14,,,2.57985,
1,88.95,42.2,-108.43,-31.02,-53.83,57.15,,,, ,L3,27,18,,,3.582306,
1,90.87,43.74,-109.05,93.1,2.98,-6.05,,,, ,L4,32,26,,,6.132672,
1,89.45,42.09,-109.27,-154.02,6.91,-86.84,F36PC14,PC,6,0.60,3,,,,0.55,,27.398007
1,89.18,42.57,-109.27,-155.54,7.44,-85.07,,,, ,,,,, ,,
1,90.42,44.94,-111.01,-123.16,-5.85,-52.8,,,, ,L1,49,33,,,11.918907,
1,86.8,44.57,-109.22,10.02,25.24,35.27,,,, ,L2,36,29,,,7.695324,
1,87.34,43.57,-109.58,-0.87,-13.97,4.82,,,, ,L3,44,24,,,7.783776,
1,89.29,45.97,-107.82,170.39,-14.03,-7.57,F36VC17,VC,8,0.80,4,,,,0.72,,37.230921
1,89.05,46.63,-107.98,-165.25,-16.09,17.76,,,, ,,,,, ,,
1,89.68,46.24,-108.3,167.19,-69.25,-15.35,,,, ,L1,21,15,,,2.321865,
1,89.38,47.73,-108.32,-76.26,0.59,23.83,,,, ,L2,56,29,,,11.970504,
1,88.71,47.46,-109.42,-53.04,-47.42,76.08,,,, ,L3,64,37,,,17.454528,
1,88.09,46.3,-108.35,-33.59,-32.79,64.96,,,, ,L4,31,24,,,5.484024,
1,89.89,47.23,-108.36,-59,5.89,-46.3,F36VC18,VC,5,0.50,4,,,,0.51,,37.916424
1,90.08,47.63,-108.11,-57.27,6.06,-43.59,,,, ,,,,, ,,
1,89.04,47.87,-106.62,-37.4,7.85,10.79,,,, ,L1,55,35,,,14.189175,
1,92.48,47.8,-107.22,174.8,6.21,-21.54,,,, ,L2,71,34,,,17.793594,
1,89.55,47.67,-108.19,-159.55,-23.37,-24.47,,,, ,L3,31,21,,,4.798521,
1,90.74,47.03,-107.47,144.86,-40.43,-53.96,,,, ,L4,14,11,,,1.135134,
1,90.21,48.41,-107.6,-168.24,-21.14,14.37,F36VC19,VC,4,0.40,2,,,,0.41,,9.95085
1,90.56,48.62,-107.62,-168.44,-21.99,14.35,,,, ,,,,, ,,
1,89.66,49.07,-107.61,-31.88,13.77,33.24,,,, ,L1,39,26,,,7.474194,
1,91.49,48.24,-106.69,179.53,2.73,-18.69,,,, ,L2,21,16,,,2.476656,
1,91.77,50.66,-107.92,-131.59,0.37,-23.2,F36VC20,VC,6,0.60,4,,,,0.68,,66.604356
1,92.35,51.01,-107.82,-131.16,0.6,-22.6,,,, ,,,,, ,,
1,92.69,53.25,-106.32,-116.06,27.15,-3.07,,,, ,L1,72,41,,,21.759192,
1,93.84,50.56,-107.65,156.82,2.63,-30.71,,,, ,L2,64,42,,,19.813248,
1,93.31,50.45,-108.65,166,-25.35,-14.48,,,, ,L3,72,32,,,16.982784,
1,91.13,50.16,-108.29,35.75,-47.61,5.16,,,, ,L4,39,28,,,8.049132,
1,91.01,51.04,-107.2,-125.23,-28.68,36.87,F36I20,I,6,0.60,6,,,,0.60,,18.847647
1,91.06,51.59,-107.43,-124.99,-30.15,38.16,,,, ,,,,, ,,
1,91.21,52.92,-106.32,-86.8,-2.66,8.17,,,, ,L1,29,24,,,5.130216,
1,91.94,52.02,-106.59,-144.97,-12.67,-55.86,,,, ,L2,27,21,,,4.179357,
1,92.46,51.71,-107.17,-173.3,-44.61,-62.58,,,, ,L3,30,22,,,4.86486,
1,90.8,51.43,-108.33,93.52,-55.85,-20.92,,,, ,L4,20,18,,,2.65356,
1,91.5,50.85,-106.61,15.59,11.76,55.61,,,, ,L5,12,12,,,1.061424,
1,92.4,50.99,-107.13,-20.13,-43.94,71.72,,,, ,L6,13,10,,,0.95823,
1,117.18,59.59,-181.98,-109.23,26.09,-10.95,F36IF17,IF,8,0.80,4,,,18,0.79,,12.906621
1,117.13,59.8,-182.74,-109.48,27.71,-10.53,,,, ,,,,, ,,
1,115.56,59.28,-181.9,-38.03,13.16,72.32,,,, ,L1,24,18,,,3.184272,
1,118.9,60.24,-182.28,-173.54,15.65,-9.41,,,, ,L2,28,20,,,4.12776,
1,118.64,57.86,-182.34,-172.25,18.1,87.8,,,, ,L3,24,21,,,3.714984,
1,118.38,58.94,-182.7,137.84,-33.87,-81.53,,,, ,L4,17,15,,,1.879605,
1,116.78,59.24,-182.35,-114.01,31.41,-94.88,F36PC15,PC,10,1.00,2,,,,1.04,,31.076136
1,116.1,59.93,-182.72,-118.51,33.46,-95.97,,,, ,,,,, ,,
1,115.34,62.23,-184.15,-103.45,-24.94,-24.81,,,, ,L1,49,35,,,12.641265,
1,116.24,60.55,-183.4,-25.87,-32.24,83.94,,,, ,L2,61,41,,,18.434871,
1,111.32,63.04,-179.28,-128.33,26.17,-67.76,F36I21,I,4,0.40,5,,,,0.39,,10.83537
1,111.22,63.35,-179.5,-130.19,26.95,-67.72,,,, ,,,,, ,,
1,111.35,63.91,-178.41,168.58,65.73,-115.54,,,, ,L1,17,14,,,1.754298,
1,111.97,64.14,-179.46,-145.98,-25.33,-82.12,,,, ,L2,20,11,,,1.62162,
1,111.73,63.84,-180.33,-67.33,-60.79,-123.64,,,, ,L3,22,17,,,2.756754,
1,111.14,62.31,-180.37,103.05,-39.8,25.19,,,, ,L4,25,22,,,4.05405,
1,111,62.42,-179.09,95.93,4.15,81.46,,,, ,L5,11,8,,,0.648648,
1,111.24,63.21,-179.28,-141.52,23.7,-99.41,F36PC16,+RC*,8,0.80,1,,,,0.85,,3.582306
1,110.59,63.75,-179.3,-144.73,24.23,-99.16,,,, ,,,,, ,,
1,110.37,64.2,-178.24,-43.16,51.94,86.11,,,, ,L1,27,18,,,3.582306,
1,104.25,72.3,-171.57,-169.28,5.19,-81.6,F36I22,I,5,0.50,4,,,,0.40,,7.260435
1,104.01,72.59,-171.44,-169.09,6.14,-80.63,,,, ,,,,, ,,
1,104.87,72.67,-169.98,159.68,36.86,-104.94,,,, ,L1,12,10,,,0.88452,
1,105.07,72.68,-170.67,173.35,33.36,-38.85,,,, ,L2,14,8,,,0.825552,
1,104.61,71.46,-170.85,124.13,-2.42,-33.28,,,, ,L3,21,17,,,2.631447,
1,103.39,73.74,-169.93,31.99,27.64,45.27,,,, ,L4,22,18,,,2.918916,
1,103.9,72.99,-171.13,-159.43,-0.91,-0.71,F36PC17,PC,16,1.60,6,,,,1.34,,119.992509
1,103.71,73.12,-172.45,-160.07,-0.24,-2.83,,,, ,,,,, ,,
1,103.29,75.33,-174.47,-38.89,-32.79,-0.13,,,, ,L1,70,43,,,22.18671,
1,103.55,73.09,-173.16,-15.72,-22.91,21.65,,,, ,L2,55,34,,,13.78377,
1,102.96,72.2,-174.54,9.35,-21.06,5.5,,,, ,L3,63,34,,,15.788682,
1,103.83,73.23,-174.52,37.85,-54.34,40.66,,,, ,L4,73,39,,,20.985237,
1,103.11,71.14,-174.99,62.17,-17,15.66,,,, ,L5,74,37,,,20.181798,
1,105.75,69.76,-174.33,102.54,-4.5,-4.25,,,, ,L6,72,51,,,27.066312,
1,104.88,74.47,-167.64,-116.29,40.54,-12.31,F36I23,I,1,0.10,2,,,,0.10,,5.329233
1,104.81,74.54,-167.66,-114.48,40.07,-6.67,,,, ,,,,, ,,
1,103.88,75.46,-168.57,-114.52,-10.52,-105.61,,,, ,L1*,21,15,,,2.321865,
1,104.96,73.83,-168.77,87.98,-60.03,-47.13,,,, ,L2*,24,17,,,3.007368,
1,102.05,76.71,-166.9,-136.29,-32.89,-89.34,F36I24,I,5,0.50,3,,,,0.45,,7.29729
1,101.85,77.07,-166.71,-141.39,-33.38,-87.07,,,, ,,,,, ,,
1,103.68,77.61,-166.73,-153.82,-35.94,-65.13,,,, ,L1*,21,16,,,2.476656,
1,103.03,77.33,-168.25,170.21,-58.98,-35.13,,,, ,L2*,25,20,,,3.6855,
1,102.72,76.66,-167.32,157.41,-33.94,-6.95,,,, ,L3,14,11,,,1.135134,
1,102.34,77.57,-166.62,-164.88,-43.31,-77.59,F36PC18,PC,10,1.00,3,,,,1.14,,61.614189
1,101.29,77.69,-167.06,-113.91,-28.31,-106.35,,,, ,,,,, ,,
1,102.24,80.31,-167.08,-92.83,5.08,-16.88,,,, ,L1,63,41,,,19.039293,
1,103.31,79.43,-168.38,-120.32,-14.76,-61.69,,,, ,L2,66,36,,,17.513496,
1,103.16,79.93,-169.45,-68.99,-42.67,153.36,,,, ,L3,68,50,,,25.0614,
1,103.78,79.03,-165.2,-75.02,16.97,75.99,F36I25,I,4,0.40,4,,,,0.40,,11.579841
1,104.09,79.25,-165.07,-73.64,16.92,76.59,,,, ,,,,, ,,
1,105.32,78.37,-165.01,98.65,1.05,-61.24,,,, ,L1,27,19,,,3.781323,
1,104.38,79.06,-166.17,102.3,-63.98,-8.24,,,, ,L2*,28,18,,,3.714984,
1,103.34,80.5,-166.67,41.22,-49.28,35.23,,,, ,L3,24,16,,,2.830464,
1,103.55,80.33,-166.25,31.53,-33.33,48.32,,,, ,L4,17,10,,,1.25307,
1,101.82,80.11,-164.61,-161.35,42.75,4.68,F36I26,I,4,0.40,4,,,,0.40,,11.063871
1,101.6,80.41,-164.45,-160.58,40.3,6.02,,,, ,,,,, ,,
1,102.52,81.22,-164.3,-141.1,-23.68,146.77,,,, ,L1,24,17,,,3.007368,
1,102.63,78.62,-163.79,-153.88,18.74,120.51,,,, ,L2,24,17,,,3.007368,
1,101.8,80.29,-164.78,-153.75,-45.48,-170.53,,,, ,L3,15,11,,,1.216215,
1,101.95,81.77,-164.11,0.2,-56.28,100.25,,,, ,L4,26,20,,,3.83292,
1,100.96,80.02,-164.54,-168.94,64.97,-150.56,F36PC19,PC,8,0.80,4,,,,0.80,,73.481499
1,100.21,80.23,-164.34,-171.77,62.66,-153.52,,,, ,,,,, ,,
1,96.74,81.78,-164.58,-13.63,21.71,25.24,,,, ,L1,69,49,,,24.921351,
1,99.36,81.24,-165.01,-18.58,-6.32,37.79,,,, ,L2,55,30,,,12.16215,
1,97.65,80.15,-165.13,-12.85,-10.76,15.12,,,, ,L3,66,41,,,19.945926,
1,98.36,80.84,-164.8,-11.69,-27.91,52.68,,,, ,L4,62,36,,,16.452072,
1,101.59,85.9,-161.82,162.94,-19.54,-75.09,F36I27,I,3,0.30,4,,,,0.27,,14.579838
1,101.58,86.16,-161.88,163.27,-21.36,-77.71,,,, ,,,,, ,,
1,100.49,86.02,-161.11,-71.74,11.28,49.27,,,, ,L1,27,17,,,3.383289,
1,101.86,87.42,-163.43,27.72,-47,92.18,,,, ,L2,19,15,,,2.100735,
1,102.45,88.4,-163.73,23.01,-73.59,103.82,,,, ,L3,34,21,,,5.262894,
1,101.76,85.57,-161.81,162.87,-61.01,-82.87,,,, ,L4,26,20,,,3.83292,
1,102.71,87.45,-159.81,177.75,-22.2,-118.94,F36I28,I,1,0.10,1,,,,0.15,,1.91646
1,102.81,87.54,-159.87,176.38,-21.39,-116.44,,,, ,,,,, ,,
1,102.6,87.73,-160.31,51.3,-48.02,53.41,,,, ,L1,20,13,,,1.91646,
1,101.24,88.18,-157.89,61.19,5.06,-13.17,F36IF18,IF,4,0.40,4,,,22,0.38,,13.2678
1,101.14,88.44,-157.63,62.65,4.83,-13.25,,,, ,,,,, ,,
1,99.19,88.63,-158.08,28.7,-20.29,117.34,,,, ,L1,12,10,,,0.88452,
1,100.1,89.49,-158.65,50.92,-42.12,31.35,,,, ,L2,37,20,,,5.45454,
1,100.98,90.29,-158.19,-137.22,-61.18,-109.58,,,, ,L3,20,15,,,2.2113,
1,102.87,88.69,-156.31,165.88,4.03,-22.79,,,, ,L4,32,20,,,4.71744,
1,102.54,92.1,-156.67,-152.91,-12.56,-43.08,F36I29,I,3,0.30,4,,,,0.33,,13.63635
1,102.3,92.3,-156.79,-154.03,-12.13,-44.2,,,, ,,,,, ,,
1,100.85,91.52,-156.44,-19.17,-23.35,24.26,,,, ,L1,38,20,,,5.60196,
1,101.51,90.39,-155.48,33.06,-66.41,56.11,,,, ,L2,14,11,,,1.135134,
1,102.12,91.45,-156.51,-16.49,-71.71,-120.96,,,, ,L3,24,18,,,3.184272,
1,102.13,92.29,-157.58,-102.44,-48.89,-147.19,,,, ,L4,28,18,,,3.714984,
1,103.83,92.75,-153.7,-86.33,-6.22,96.23,F36I30,I,2,0.20,3,,,,0.22,,5.67567
1,103.8,92.87,-153.88,-85.48,-5.75,94.67,,,, ,,,,, ,,
1,103.76,93.53,-155.07,-168.47,4.22,-9.8,,,, ,L1,22,15,,,2.43243,
1,103.44,93.89,-154.96,147.1,-71.64,-76.54,,,, ,L2,14,10,,,1.03194,
1,101.67,94.25,-155.81,70.63,-76.05,-2.55,,,, ,L3,25,12,,,2.2113,
1,101.53,95.9,-155.42,-141.69,-40.91,-107.56,F36I31,I,3,0.30,3,,,,0.27,,9.390654
1,101.6,96,-155.18,-144.03,-43.26,-106.95,,,, ,,,,, ,,
1,101.33,93.6,-153.23,28.59,-6.3,79.06,,,, ,L1,24,16,,,2.830464,
1,101.35,95.01,-153.87,-125.45,-83.79,-74.09,,,, ,L2,36,22,,,5.837832,
1,103.74,95.1,-153.3,-146.16,-66.61,-91.15,,,, ,L3*,14,7,,,0.722358,
