,"données brutes de fichier de digit de branche fuji36, branche + arbre fuji 42 et branche fuji 48 réarrangées",,,,,,,,,,,,,,,L*l*coef allométrie 2001/10,
#,X,Y,Z,A,B,C,code rameau,type rameau,Long rameau(mm),Long rameau(cm),Nbr feuille,L feuille(mm),largeur feuille,N° fruit,L digitalisée,Surf foliaire(cm²),somme surf foliaire rameau
1,115.81,52.75,-124.89,-13.34,39.37,16.8,F48VC76,VC,9,0.90,8,,,,0.79,,188.100549
1,115.33,52.28,-125.3,-12.5,40.37,19.5,,,, ,,,,, ,,
1,115.49,51.74,-127.05,-108.45,-41.04,1.05,,,, ,L1,22,15,,,2.43243,
1,114,52.77,-125.85,-33.16,45.28,-21.65,,,, ,L2,36,26,,,6.899256,
1,113.55,53.74,-126.11,-49.8,41.26,-5.64,,,, ,L3,81,53,,,31.643703,
1,116.97,50.71,-127.39,126.47,-5.26,34.34,,,, ,L4,56,37,,,15.272712,
1,116.45,50.84,-127.99,78.74,-58.03,122.08,,,, ,L5,101,45,,,33.501195,
1,112.84,52.61,-124.64,10.72,17.5,1.26,,,, ,L6,86,44,,,27.891864,
1,114.38,49.04,-123.79,56.38,37.61,11.01,,,, ,L7,103,61,,,46.311993,
1,114.66,48.15,-127.82,68.27,-14.77,13.54,,,, ,L8,84,39,,,24.147396,
1,107.84,56.28,-131.64,-59.84,71.77,-26.2,F48VC77,VC*,24,2.40,8,,,,2.66,,167.203764
1,105.66,57.77,-131.31,-62.19,74.05,-28.23,,,, ,,,,, ,,
1,108.21,56.77,-129.15,99.05,-52.22,10.32,,,, ,L1,25,23,,,4.238325,
1,107.74,57.11,-130.31,-107.07,-43.2,-38.51,,,, ,L2,37,33,,,8.999991,
1,106.1,58.85,-126.73,-39,65.79,-20.68,,,, ,L3,50,43,,,15.84765,
1,107.88,60.49,-128.02,-99.6,40.96,-6.95,,,, ,L4,78,50,,,28.7469,
1,107.87,54.62,-131.21,113.52,-41.27,-8.58,,,, ,L5,61,49,,,22.031919,
1,105.9,52.48,-130.69,89.28,17.8,-9,,,, ,L6,98,53,,,38.284974,
1,103.94,54.79,-132.98,30.32,-37.51,10.17,,,, ,L7,94,46,,,31.872204,
1,104.34,58.79,-131.49,-69.72,-5.86,-39.37,,,, ,L8,63,37,,,17.181801,
1,98.99,53.07,-130.05,-96.09,-24.48,-41.88,F48VC78,VC,11,1.10,10,,,,1.42,,197.572284
1,98.14,52.45,-131.01,-96.54,-17.83,-38.46,,,, ,,,,, ,,
1,98.34,55.46,-132.06,-94.43,-12.46,-28.62,,,, ,L1,27,21,,,4.179357,
1,96.34,55.92,-130.55,-26.69,-5.84,23.9,,,, ,L2,46,31,,,10.511046,
1,100.87,54.17,-131.07,166.67,39.6,31.31,,,, ,L3,36,25,,,6.6339,
1,99.29,57.12,-132.97,-121.25,16.91,-27.38,,,, ,L4,56,35,,,14.44716,
1,99.84,52,-128.83,117.63,46.16,-5.5,,,, ,L5,67,40,,,19.75428,
1,100.77,53.93,-133.51,-164.76,13.1,3.97,,,, ,L6,75,39,,,21.560175,
1,97.18,57,-130.61,-87.81,31,1.99,,,, ,L7,70,36,,,18.57492,
1,95.97,52.15,-132.85,37.55,-3.37,10.27,,,, ,L8,96,45,,,31.84272,
1,97.46,50.64,-134.11,95.13,-20.85,30.8,,,, ,L9,98,53,,,38.284974,
1,95.71,50.37,-134.1,54.07,-28.21,39.08,,,, ,L10,88,49,,,31.783752,
1,96.96,55.61,-130.38,-15.53,49.74,57.08,,I*,5,0.50,6,,,,0.47,,47.550321
1,97.03,56.04,-130.55,-8.29,45,68.13,,,, ,,,,, ,,
1,96.35,56.8,-130.41,26.11,76.63,87.8,,,, ,L1,18,13,,,1.724814,
1,94.84,57.85,-129.25,-27.73,51.95,36.58,,,, ,L2,53,33,,,12.891879,
1,95.42,55.36,-131.14,20.06,38.81,76.17,,,, ,L3,32,23,,,5.425056,
1,98.46,57.64,-131.04,-177.23,14.91,-64.31,,,, ,L4,42,30,,,9.28746,
1,96.91,57.69,-133.7,152.03,-63.79,-16.28,,,, ,L5,57,40,,,16.80588,
1,95.26,57.29,-130.31,-32.38,18.67,60.17,,,, ,L6,24,8,,,1.415232,
1,96.5,55.71,-130.79,-5.57,22.83,83.23,F48PL33,PL,40,4.00,4,,,,3.94,,44.041725
1,96.18,59.39,-129.42,-1.88,16.89,86.66,,,, ,,,,, ,,
1,96.01,60.44,-130.48,-124.55,28.32,-71.23,,,, ,L1,39,18,,,5.174442,
1,95.67,62.16,-130.31,-111.06,-40.8,-43.25,,,, ,L2,47,28,,,9.700236,
1,94.27,60.33,-130.8,23.43,-50.52,73.67,,,, ,L3,50,34,,,12.5307,
1,93.67,61.45,-127.55,-42.89,14.69,56.59,,,, ,L4,61,37,,,16.636347,
1,93.82,54.04,-132.03,-73.63,20.31,-91.42,F48I124,I,7,0.70,6,,,,0.59,,45.221085
1,93.33,54.13,-131.72,-73.46,22.09,-90.6,,,, ,,,,, ,,
1,92.48,55.09,-131.12,-85.18,32.4,-89.45,,,, ,L1,23,17,,,2.882061,
1,92.77,55.86,-131.47,-93.68,42.62,-85.62,,,, ,L2,22,16,,,2.594592,
1,92.61,55.71,-131.49,-70.51,17.14,-44.69,,,, ,L3,46,22,,,7.459452,
1,93.24,52.6,-132.95,92.92,-51.18,5.59,,,, ,L4,57,40,,,16.80588,
1,92.96,54.27,-132.89,73.99,-32.01,7.94,,,, ,L5,36,25,,,6.6339,
1,95.43,53.7,-129.34,150.95,32.7,30.29,,,, ,L6,40,30,,,8.8452,
1,94.18,55.49,-130.33,-140.62,-58.19,23.03,F48PC105,PC,2,0.20,1,,,,0.32,,18.766566
1,93.98,55.26,-130.43,-140.2,-53.14,18.69,,,, ,,,,, ,,
1,94.4,52.69,-132.34,115.53,-6.59,15.13,,,, ,L1,67,38,,,18.766566,
1,87.5,57.11,-134.4,157.36,73.27,176.36,F48VC79,VC,3,0.30,4,,,,0.41,,68.594526
1,87.18,57.16,-134.15,153.37,73.01,172.78,,,, ,,,,, ,,
1,88.28,57.77,-133.18,-131.94,31.39,-36.84,,,, ,L1,37,26,,,7.090902,
1,89.08,59.04,-134.8,-143.48,3.69,-24.8,,,, ,L2,73,40,,,21.52332,
1,87.3,53.99,-132.66,62.63,11.63,49.72,,,, ,L3,53,35,,,13.673205,
1,86.75,58.79,-129.54,-61.72,47.07,26.21,,,, ,L4,83,43,,,26.307099,
1,86.07,54.44,-135.82,23.58,57.26,138.99,F48VC80,VC,5,0.50,7,,,,0.63,,97.599411
1,85.85,54.02,-136.23,21.88,58.16,138.13,,,, ,,,,, ,,
1,86.87,57.26,-134.65,-112.91,19.76,72.58,,,, ,L1,26,17,,,3.257982,
1,86.84,57.01,-134.69,-107.3,14.31,38.53,,,, ,L2,12,9,,,0.796068,
1,84.88,56.33,-134.8,-73.9,-28.34,-0.07,,,, ,L3,32,18,,,4.245696,
1,86.99,56.6,-136.34,-159.37,-10.11,-21.64,,,, ,L4,43,32,,,10.142496,
1,85.93,58.78,-135,-62.85,39.91,28.09,,,, ,L5,82,47,,,28.407834,
1,87.95,55.82,-138.43,178.29,-40.67,-31.41,,,, ,L6,97,51,,,36.464337,
1,84.54,55.08,-136.15,49.74,-28.79,31.19,,,, ,L7,57,34,,,14.284998,
1,81.72,55.85,-136.26,-23.09,69.88,42.69,F48VC81,VC,7,0.70,5,,,,0.64,,81.906552
1,81.14,55.68,-136.05,-26.08,69.62,41.83,,,, ,,,,, ,,
1,80.64,56.97,-135.4,-165.5,41.53,-149.26,,,, ,L1,25,18,,,3.31695,
1,80.1,57.93,-137.95,-122.29,17.4,-52.3,,,, ,L2,29,18,,,3.847662,
1,80.17,54.78,-138,101.09,-18.92,60.61,,,, ,L3,46,36,,,12.206376,
1,77.51,54.04,-133.58,43.07,34.64,34.98,,,, ,L4,97,48,,,34.319376,
1,82.1,53.26,-138.5,127.88,-1.24,-13.18,,,, ,L5,87,44,,,28.216188,
1,79.62,55.88,-138.2,-80.21,61.58,23.84,F48VC82,VC,7,0.70,4,,,,0.86,,61.135074
1,79.51,55.79,-139.05,-77.17,63.3,26.78,,,, ,,,,, ,,
1,79.53,56.65,-139.52,170.2,-4.28,-16.59,,,, ,L1,21,15,,,2.321865,
1,80.05,58.31,-140,-129.32,-6.75,2.32,,,, ,L2,40,28,,,8.25552,
1,82.34,58.27,-141.53,-165.41,0.77,-28.35,,,, ,L3,93,43,,,29.476629,
1,80.57,54.78,-140.76,126.4,-24.74,-24.99,,,, ,L4,65,44,,,21.08106,
1,77.37,55.9,-138.43,-21.09,62.14,82.22,F48VC83,VC,4,0.40,2,,,,0.43,,18.641259
1,76.98,55.81,-138.28,-32.05,74.74,56.13,,,, ,,,,, ,,
1,77.03,59.03,-140.1,-151.94,14.75,-38.87,,,, ,L1,20,21,,,3.09582,
1,74.86,58.1,-139.33,-68.56,22.12,-95.16,,,, ,L2,57,37,,,15.545439,
1,75.22,58.17,-139.85,-75.55,23.28,6.13,F48VL7,VL,233,23.30,16,,,,23.27,,415.13472
1,57,55.96,-154.15,-106.71,14.35,11.19,,,, ,,,,, ,,
1,75.06,55.87,-140.88,131.94,5.3,-4.17,,,, ,L1,20,18,,,2.65356,
1,73.56,58.1,-142.28,-94.28,-9.91,-33.29,,,, ,L2,25,24,,,4.4226,
1,74.21,55.92,-139.93,79.05,32.62,39.93,,,, ,L3,33,30,,,7.29729,
1,74.63,58.08,-143.79,-163.65,-31.78,-5.33,,,, ,L4,41,35,,,10.577385,
1,72.23,59.3,-139.27,-43.99,44.33,3.65,,,, ,L5,55,40,,,16.2162,
1,74.47,54.81,-143.01,121.97,-29.52,-15.43,,,, ,L6,70,45,,,23.21865,
1,71.17,60.49,-143.39,-50.95,0.27,21.97,,,, ,L7,86,58,,,36.766548,
1,68.05,56.03,-142.92,28.28,-3.54,8.49,,,, ,L8,90,53,,,35.15967,
1,71.85,55.04,-147.32,135.22,-35.13,-9.61,,,, ,L9,101,63,,,46.901673,
1,64.35,59.14,-144.06,-37.42,5.35,6.85,,,, ,L10,105,65,,,50.307075,
1,65.3,51.68,-149.19,96.85,-26.75,-11.04,,,, ,L11,94,60,,,41.57244,
1,62.23,56.18,-149.7,-103.67,-15.29,15.91,,,, ,L12,89,57,,,37.393083,
1,58.31,56.95,-149.21,-0.16,25.56,12.51,,,, ,L13,75,49,,,27.088425,
1,59.1,50.83,-153.83,116.13,-25.84,-11.43,,,, ,L14,87,50,,,32.06385,
1,56.21,58.48,-155,-67.96,-17.65,18.75,,,, ,L15,84,44,,,27.243216,
1,54.6,54.64,-155.95,27.59,-18.55,18.72,,,, ,L16,63,35,,,16.253055,
1,107.9,54.98,-115.5,-87.88,15.54,-89.45,F48VC84,VC,11,1.10,8,,,,1.28,,190.599318
1,106.76,55.18,-114.95,-89.44,25.44,-87.45,,,, ,,,,, ,,
1,109.41,58.52,-116.28,-139.56,25.69,-31.83,,,, ,L1,65,42,,,20.12283,
1,109.71,56.55,-115.19,-163.25,29.85,41.27,,,, ,L2,44,28,,,9.081072,
1,107.4,57.28,-115.54,-130.38,-31.72,-78.61,,,, ,L3,33,27,,,6.567561,
1,106.93,56.67,-116.57,-86.74,-3.78,-21.51,,,, ,L4,52,43,,,16.481556,
1,106.33,59.11,-111.86,-61.78,32.99,-13.3,,,, ,L5,103,51,,,38.719863,
1,104.56,57.13,-115.16,8.44,7.02,20.35,,,, ,L6,93,54,,,37.017162,
1,103.31,53.79,-113.31,52.64,54.59,42.4,,,, ,L7,107,48,,,37.857456,
1,110,54.1,-113.48,172.89,29.23,31.87,,,, ,L8,73,46,,,24.751818,
1,103.73,52.67,-112.87,2.06,20.14,-0.21,F48VC85,VC,3,0.30,5,,,,0.34,,44.049096
1,103.75,52.64,-113.21,0.54,20.56,-0.71,,,, ,,,,, ,,
1,105.33,53.36,-116.42,-89.2,-27.54,5.55,,,, ,L1,66,33,,,16.054038,
1,105.65,53.25,-115.89,-173.32,-25.59,25.53,,,, ,L2,27,18,,,3.582306,
1,103.31,50.27,-114.86,58.13,-11.69,-29.94,,,, ,L3,40,30,,,8.8452,
1,107.06,50.73,-113.98,164.1,9.19,24.53,,,, ,L4,56,36,,,14.859936,
1,104.36,53.11,-112.86,25.97,20.06,-49.75,,,, ,L5,12,8,,,0.707616,
1,100.8,47.1,-110.18,-58.3,38.94,-46.54,F48VC86,VC,4,0.40,5,,,,0.52,,75.936042
1,100.72,46.9,-109.71,-60.4,42.91,-46.79,,,, ,,,,, ,,
1,100.24,48.05,-109.69,-97.01,-9.46,-78.16,,,, ,L1,33,24,,,5.837832,
1,99.97,46.38,-110.96,60.88,-10.22,-28.73,,,, ,L2,23,13,,,2.203929,
1,98.16,47.13,-109.09,-14.9,19.51,-52.09,,,, ,L3,74,47,,,25.636338,
1,97.21,49.74,-108.15,-16.93,22.36,-26.17,,,, ,L4,78,42,,,24.147396,
1,99.33,48.52,-112.85,141.93,-50.65,23.66,,,, ,L5,63,39,,,18.110547,
1,90.04,38.22,-108.11,-67.02,20.54,-20.09,F48VC87,VC,8,0.80,7,,,,1.10,,153.014589
1,89.64,37.36,-108.66,-79.93,6.65,-26.48,,,, ,,,,, ,,
1,89.86,39.28,-109.95,171.64,-47.32,26.81,,,, ,L1,27,23,,,4.577391,
1,89.94,41.24,-109.76,-111.11,2.7,-25.97,,,, ,L2,59,40,,,17.39556,
1,89.09,36.9,-106.46,34.09,-5.07,12.57,,,, ,L3,44,23,,,7.459452,
1,89.93,40.76,-110.55,-120.14,-4.01,-26.82,,,, ,L4,57,42,,,17.646174,
1,90.19,40.83,-111.93,-120.09,-32.32,-26.84,,,, ,L5,91,49,,,32.867289,
1,90.35,38.41,-110.41,116.17,-45.17,6.73,,,, ,L6,86,60,,,38.03436,
1,85.71,40.72,-107.8,-28.82,28.8,10.63,,,, ,L7,97,49,,,35.034363,
1,87.94,38.22,-107.37,-67.73,19.13,-5.57,F48VC88,VC,4,0.40,4,,,,0.54,,53.314443
1,87.51,38.2,-107.04,-67.39,18.98,-4.2,,,, ,,,,, ,,
1,87.44,39.47,-108.1,-124.4,-21.37,-12.88,,,, ,L1,23,17,,,2.882061,
1,86.86,41.67,-108.37,-89.57,15.64,-14.29,,,, ,L2,88,45,,,29.18916,
1,85.69,40.31,-107.41,-50.22,31.42,-61.77,,,, ,L3,63,34,,,15.788682,
1,87.14,37.73,-107.86,130.38,-23.48,-5.24,,,, ,L4,37,20,,,5.45454,
1,87.52,35.51,-107.24,-56.61,23.03,3.72,F48VC89,VC,20,2.00,8,,,,1.82,,200.292183
1,85.76,35.84,-107.56,-45.3,4.12,8.19,,,, ,,,,, ,,
1,85.05,39.22,-109.2,-59.64,30.38,-26.24,,,, ,L1,25,17,,,3.132675,
1,87.07,36.91,-108.27,176.14,-24.23,3.63,,,, ,L2,18,12,,,1.592136,
1,84.26,38.19,-107.23,-54.2,25.57,-8.92,,,, ,L3,58,40,,,17.10072,
1,87.17,37.4,-107.85,125.49,-34.95,10.37,,,, ,L4,44,33,,,10.702692,
1,81.61,38.94,-106.58,-41.63,21.9,48.35,,,, ,L5,108,60,,,47.76408,
1,85.5,37.02,-109.93,92.21,-49.59,28.37,,,, ,L6,98,62,,,44.786196,
1,82.51,36.3,-109.52,30.84,-27.96,24.12,,,, ,L7,100,51,,,37.5921,
1,83.34,34.86,-107.44,34.25,-15.02,-0.01,,,, ,L8,88,58,,,37.621584,
1,95.31,60.4,-105.92,23.42,54.17,32.49,F48VC90,VC,3,0.30,3,,,,0.31,,37.909053
1,95.04,60.28,-105.83,28.69,53.13,42.67,,,, ,,,,, ,,
1,95.56,60.87,-103.73,-41.99,19.34,2.65,,,, ,L1,25,15,,,2.764125,
1,95.27,61.33,-106.76,-103.55,-34.89,-79.78,,,, ,L2,47,30,,,10.39311,
1,94.84,61.14,-108.44,-154.02,-76.31,-81.53,,,, ,L3,73,46,,,24.751818,
1,93.22,63.82,-102.38,28.22,10.43,4.42,F48VL8,VL,70,7.00,15,,,,7.28,,383.608953
1,89.25,69.8,-103.58,30.79,11.6,1.82,,,, ,,,,, ,,
1,92.16,63.76,-103.94,59.94,-34.49,77.08,,,, ,L1,22,16,,,2.594592,
1,93.66,65.49,-103.27,-168.15,-44.98,-63.95,,,, ,L2,26,20,,,3.83292,
1,92.91,63.17,-101,15.67,54.64,35.9,,,, ,L3,36,28,,,7.429968,
1,94.14,66.26,-103.21,-149.02,30.77,-57.52,,,, ,L4,55,39,,,15.810795,
1,92.41,62.22,-101.25,24.6,35.65,18.1,,,, ,L5,34,27,,,6.766578,
1,90.28,65.03,-101.91,-1.56,20.67,12.38,,,, ,L6,70,46,,,23.73462,
1,93.48,66.51,-105.08,-111.52,-10.85,-52.52,,,, ,L7,80,50,,,29.484,
1,90.18,64.29,-103.62,6.89,4.96,38.9,,,, ,L8,90,44,,,29.18916,
1,92.06,66.82,-100.56,-58.17,33.17,23.86,,,, ,L9,77,42,,,23.837814,
1,92.3,68.6,-102.52,-95.25,20.53,-12.47,,,, ,L10,103,55,,,41.756715,
1,87.35,67.96,-102.25,-31.8,17.86,0.01,,,, ,L11,111,62,,,50.727222,
1,91.55,68.94,-106.38,-96.15,-5.21,-39.04,,,, ,L12,110,54,,,43.78374,
1,88.55,71.69,-103.75,-63.16,16.85,-19.33,,,, ,L13,93,49,,,33.589647,
1,86.12,68.13,-104.33,1.5,9.88,40.16,,,, ,L14,104,56,,,42.928704,
1,88.47,70.55,-107.66,-77.45,-6.24,-57.14,,,, ,L15,83,46,,,28.142478,
1,98.25,48.04,-105.36,-57,50.14,-16.45,F48VC91,VC,7,0.70,7,,,,0.92,,194.999805
1,97.45,47.77,-104.99,-57.6,49.9,-15.35,,,, ,,,,, ,,
1,97.85,47.6,-106.47,-153.61,-31.58,-36.37,,,, ,L1,33,23,,,5.594589,
1,97.64,49.03,-105,-107.49,26.16,-64.22,,,, ,L2,45,27,,,8.955765,
1,98.73,46.11,-106.95,128.39,-2.05,6.83,,,, ,L3,77,49,,,27.810783,
1,95.7,51.24,-105.68,-69.04,12.38,-19.59,,,, ,L4,92,61,,,41.366052,
1,94.22,47.24,-101.93,30.3,34.66,10.49,,,, ,L5,108,61,,,48.560148,
1,93.97,49.44,-104.44,-4.83,18.29,15.65,,,, ,L6,90,39,,,25.87221,
1,93.75,47.36,-106.93,11.11,-10.09,60.79,,,, ,L7,98,51,,,36.840258,
1,95.56,50.19,-101.07,-127.73,4.19,-101,F48VC92,VC,9,0.90,6,,,,1.09,,169.923663
1,94.79,50.92,-101.31,-113.18,16.14,-95.45,,,, ,,,,, ,,
1,96.41,52.84,-102.1,-158.17,5.23,-65.01,,,, ,L1,42,28,,,8.668296,
1,95.5,49.18,-101.47,107.94,27.24,38.07,,,, ,L2,31,28,,,6.398028,
1,95.94,52.78,-99.29,-134.06,43.35,-68.24,,,, ,L3,63,35,,,16.253055,
1,94.02,51.6,-104.33,26.71,-73.86,97.03,,,, ,L4,79,52,,,30.280068,
1,96.54,54.96,-100.09,-111.39,43.49,-34.33,,,, ,L5,103,65,,,49.348845,
1,92.25,50.85,-97.34,-7.87,51.8,56.35,,,, ,L6,127,63,,,58.975371,
1,94.45,49.41,-99.7,-92.57,52.22,-27.75,F48VC93,VC,2,0.20,1,,,,0.14,,4.953312
1,94.34,49.33,-99.69,-92.88,51.95,-27.97,,,, ,,,,, ,,
1,94.46,49.76,-99.71,91.25,-68.06,27.22,,,, ,L1,32,21,,,4.953312,
1,92.46,49.51,-100.16,-89.79,74.95,-66.66,F48VC94,VC,3,0.30,2,,,,0.43,,22.319388
1,92.13,49.26,-100.27,-92.63,74.98,-68.09,,,, ,,,,, ,,
1,92.71,49.35,-100.52,-79.09,-37.47,-15.64,,,, ,L1,62,34,,,15.538068,
1,93.14,48.73,-98.83,122.77,72.83,101.59,,,, ,L2,40,23,,,6.78132,
1,92.44,49.02,-97.7,-96.67,-15.57,-19.03,F48VC95,VC,10,1.00,8,,,,0.91,,192.626343
1,91.65,48.8,-97.3,-98.19,-15.46,-17.48,,,, ,,,,, ,,
1,90.86,50.27,-98.54,-110.93,26.15,-60.62,,,, ,L1,24,17,,,3.007368,
1,92.44,51.99,-97.99,-108.57,27.51,-22.59,,,, ,L2,57,40,,,16.80588,
1,91.8,47.49,-97.76,117.22,27.72,36.13,,,, ,L3,46,29,,,9.832914,
1,88.4,52.63,-98.08,-54.61,26.71,-11.51,,,, ,L4,112,64,,,52.835328,
1,88.05,52.21,-96.36,-31.31,34.94,-1.56,,,, ,L5,94,59,,,40.879566,
1,87.12,50.25,-97.03,9.43,17.86,41.2,,,, ,L6,100,43,,,31.6953,
1,89.2,48.95,-98.04,27.57,4.46,34.22,,,, ,L7,78,57,,,32.771466,
1,90.76,50.86,-99.23,156.25,-80.61,14.69,,,, ,L8,31,21,,,4.798521,
1,94.91,50.22,-90.84,37.59,48.08,105.97,F48VC96,VC,3,0.30,5,,,,0.28,,72.294768
1,94.73,50.43,-90.82,38.78,47.18,107.71,,,, ,,,,, ,,
1,93.56,49.75,-90.06,-2.27,27.12,44.31,,,, ,L1,32,17,,,4.009824,
1,94.12,51.64,-91.63,-157.73,-17.98,-62.63,,,, ,L2,20,10,,,1.4742,
1,94.64,52.91,-90.47,-125.78,40.46,-49.58,,,, ,L3,62,32,,,14.624064,
1,92.17,52.6,-91.27,-28,12.71,87.42,,,, ,L4,63,43,,,19.968039,
1,92.09,53.44,-89.97,-55.91,46.78,0.52,,,, ,L5,93,47,,,32.218641,
1,93.04,49.48,-83.82,-154.76,8.78,-95.74,F48VC97,VC,3,0.30,2,,,,0.44,,22.378356
1,93.4,49.23,-83.8,-151.26,11.17,-92.97,,,, ,,,,,,,
1,93.48,50.08,-83.2,-71.84,42.71,20.25,,,, ,L1,52,32,,,12.265344,
1,92.38,48.93,-83.45,58.89,77.24,76.84,,,, ,L2,49,28,,,10.113012,
1,92.57,49.52,-82.63,-122.31,7.7,-36.37,F48VC98,VC,6,0.60,6,,,,0.63,,145.591992
1,92,49.27,-82.51,-123.81,7.1,-38.52,,,, ,,,,, ,,
1,90.99,50.75,-83.27,-13.49,-48.89,158.79,,,, ,L1,48,27,,,9.552816,
1,92.53,49.95,-82.34,-159.47,52.08,-64.85,,,, ,L2,37,23,,,6.272721,
1,89.77,50.24,-80.61,-15.15,63.56,16.04,,,, ,L3,75,53,,,29.299725,
1,91.2,52.06,-81.56,-132.47,70.1,-60.82,,,, ,L4,93,58,,,39.759174,
1,89.58,51.29,-80.92,-25.72,44.79,32.81,,,, ,L5,65,32,,,15.33168,
1,88.56,50.44,-80.53,-14.13,48.97,44.33,,,, ,L6,108,57,,,45.375876,
1,134.79,56.31,-153.17,-159.29,18.65,-32.43,F48I125,I,8,0.80,2,R7,,,0.84,,7.938567
1,134.69,56.69,-153.91,-159.87,19.85,-31.62,,,, ,,,,, ,,
1,135.59,57.53,-153.7,-151.36,10.16,-33.16,,,, ,L1,28,9,,,1.857492,
1,133.14,54.71,-155.58,24.09,-11.27,-1.73,,,, ,L2,33,25,,,6.081075,
1,134.29,55.8,-153.65,158.7,21.35,-4.57,F48PC106,PC,4,0.40,3,,,,0.57,,36.92871
1,134.43,55.94,-154.18,159.76,23.34,-2.28,,,, ,,,,, ,,
1,134.04,53.78,-154.44,61.46,-20.01,-10.91,,,, ,L1,36,29,,,7.695324,
1,135.38,57.71,-155.72,-115.26,-41.2,-71.42,,,, ,L2,53,27,,,10.547901,
1,131.65,55.57,-156.41,-10.53,-8.38,3.82,,,, ,L3,65,39,,,18.685485,
1,134.34,56.73,-153.82,-169.06,20.52,-36.16,F48PL35,PL,120,12.00,8,,,,11.32,,213.523128
1,132.59,65.96,-160.14,-165.59,41.87,-2.41,,,, ,,,,,,,
1,134.05,58.52,-152.7,-74.39,24.36,9.36,,,, ,L1,42,40,,,12.38328,
1,132.2,59.41,-154.79,-49.89,24.34,30.51,,,, ,L2,82,41,,,24.781302,
1,134.81,62.28,-155.46,-98.32,2.08,-9.35,,,, ,L3,103,60,,,45.55278,
1,137.25,60.05,-158.33,164.39,-16.95,-14.4,,,, ,L4,87,51,,,32.705127,
1,130.18,62.09,-158.43,-10.3,18.77,19.19,,,, ,L5,73,45,,,24.213735,
1,135.39,65.61,-158.92,-137.01,0.01,-4.83,,,, ,L6,76,45,,,25.20882,
1,131.4,63.82,-162,13.81,-29.5,-1.96,,,, ,L7,74,42,,,22.909068,
1,130.97,67.92,-159.66,-62.97,27.63,7.86,,,, ,L8,76,46,,,25.769016,
1,131.1,70.53,-141.28,166.36,28.06,-13.81,F48VC99,VC,3,0.30,5,,,,0.28,,39.825513
1,131.16,70.8,-141.24,164.02,28.18,-15.33,,,, ,,,,,,,
1,132.32,71.06,-142.57,133.08,-27.37,-14.85,,,, ,L1,33,25,,,6.081075,
1,132.55,69.91,-141.4,94.7,13.44,-55.48,,,, ,L2,15,11,,,1.216215,
1,133.57,71.32,-139.42,138.18,59.98,-59.71,,,, ,L3,53,34,,,13.282542,
1,131.21,73.94,-142.01,-107.2,-23.15,-9.95,,,, ,L4,67,35,,,17.284995,
1,130.86,69.96,-139.91,81.39,39.03,85.43,,,, ,L5,19,14,,,1.960686,
1,130.01,73.96,-141.6,178.11,10.6,-1.34,F48VC100,VC,6,0.60,6,,,,0.80,,113.557626
1,129.96,74.76,-141.56,172.85,11.91,-3.12,,,, ,,,,,,,
1,131.38,73.85,-142.77,145.3,-42.38,-5.62,,,, ,L1,43,26,,,8.240778,
1,130.28,72.29,-145.28,89.12,-16.18,-2.85,,,, ,L2,94,44,,,30.486456,
1,132.35,77.7,-142.43,-124.68,-3.2,-16.6,,,, ,L3,81,44,,,26.270244,
1,127.94,78.45,-140.49,-66.45,37.55,8.18,,,, ,L4,80,40,,,23.5872,
1,130.18,75.52,-140.04,-92.44,54.46,-62.84,,,, ,L5,28,19,,,3.921372,
1,127.58,74.01,-140.28,-5.66,29.57,29.71,,,, ,L6,68,42,,,21.051576,
1,128.04,73.96,-143.15,-177.51,4.83,2.02,F48VC101,VC,4,0.40,3,,,,0.60,,46.076121
1,127.81,74.38,-143.51,-177.5,7.57,3.15,,,, ,,,,,,,
1,129.09,75.21,-144.43,-143.73,-3.4,-24.83,,,, ,L1,40,22,,,6.48648,
1,131,75.03,-145.42,175.29,7.85,-23.14,,,, ,L2,76,40,,,22.40784,
1,127.94,77.15,-145.15,-100.71,9.91,1.17,,,, ,L3,63,37,,,17.181801,
1,126.36,73.65,-144.58,173.45,3.22,-4.86,F48I126,I,6,0.60,5,,,"6,7",0.73,,28.45206
1,125.71,73.72,-144.9,173.77,4.14,-4.27,,,, ,,,,,,,
1,126.99,72.61,-144.04,-178.08,1.54,84.51,,,, ,L1,37,28,,,7.636356,
1,126.27,73.37,-145.9,154.33,-10.71,1.04,,,, ,L2,14,12,,,1.238328,
1,126.31,74.28,-145.8,-142.89,-11.83,-25.48,,,, ,L3,16,13,,,1.533168,
1,127.09,74.72,-145.46,173.78,3.16,-31.66,,,, ,L4,34,30,,,7.51842,
1,126.48,75.52,-143.55,-151.78,23.43,-74.96,,,, ,L5,42,34,,,10.525788,
1,130.5,76.56,-138.89,155.98,24.75,-20.55,F48VC102,VC,4,0.40,6,,,,0.58,,85.488858
1,130.66,76.19,-138.47,157.97,23.76,-16.48,,,, ,,,,,,,
1,133.09,76.45,-139.43,-141.35,-7.82,61.28,,,, ,L1,42,23,,,7.120386,
1,131.64,75.73,-139.56,-142.2,-7.43,58.92,,,, ,L2,14,10,,,1.03194,
1,132.32,72.5,-139.45,95.13,16.58,-9.03,,,, ,L3,96,39,,,27.597024,
1,128.27,78.61,-137.99,-43.01,0.51,-1.27,,,, ,L4,83,46,,,28.142478,
